table,id,word,part_of_speech,english_translation,word_length,difficulty_level
"dictionary_jz","5d3e2e61-2f23-425f-82d9-5827dd6936ec","Pãtó, Pàtótó","v.","to make a noise. See Pariwo.","12","advanced"
"dictionary_jz","24e60798-9b9c-4b70-b191-efb2fa3e4e4c","Pawọ́pẹ́","n.","trap; handcuff.","8","advanced"
"dictionary_jz","9e3767ee-dc78-4407-9a85-80fee898edec","Payẹda, Piyẹda","v.","to change feathers, moult.","14","advanced"
"dictionary_jz","4b9ee8ed-f426-4dc1-a838-d2e86cfe00a4","Pe","adj.","correct (as regards number); perfect.","2","easy"
"dictionary_jz","b8bb417c-f4c7-4526-bbc6-c0bd53c1c14a","Pè","v.","to call, invite, cry out, pronounce.","2","easy"
"dictionary_jz","3a0b237b-7b4e-4fba-9675-ff4639ecf3fb","Pé","conj.","that; in order that; to; saying that.","2","easy"
"dictionary_jz","68e0985a-7fd6-4ab8-b673-5ea4fb135a58","Pe àpèjọ","v.","to call a public meeting.","8","advanced"
"dictionary_jz","1bf55a96-baa1-4c81-8626-8b6ce3ecaaae","Pe àṣẹ padà","v.","to countermand or revoke an order.","11","advanced"
"dictionary_jz","abc44686-5c79-4e7a-9aa4-f5ecb6f707a2","Pébé","adv.","thoroughly and briefly.","4","easy"
"dictionary_jz","094ee64c-1375-40c3-a31e-2a4ece40c5fe","Pẽfọ","v.","to cast off or change skin.","4","easy"
"dictionary_jz","11a1ea5d-d324-4139-8dd8-6a5620a462b1","Pẽhàn","v.","to change feathers, moult.","5","intermediate"
"dictionary_jz","044678a9-07af-4d93-a49c-2fba3d762628","Péjọ","v.","to meet, assemble.","4","easy"
"dictionary_jz","5f677b33-033c-439f-9674-2dd218ecadbd","Péjọpọ̀","v.","to convoke an assembly.","7","advanced"
"dictionary_jz","78b3a93a-6572-4191-9380-0c23f049b27f","Pele","v.","to be increased, abound.","4","easy"
"dictionary_jz","c953eae5-efac-47dd-9087-c40c711e6ecc","Pèlẹjọ","v.","to call to judgment, arraign, summons.","6","intermediate"
"dictionary_jz","37aab4c6-0b00-43c4-a590-40d2d184faa9","Pè lónjẹ","v.","to invite to a feast, entertain.","8","advanced"
"dictionary_jz","4c8b391a-a362-4545-8278-e3adc0efeb48","Pè lórúkọ","v.","to call by name, style.","9","advanced"
"dictionary_jz","b633f91f-e5da-4c99-8736-414320275a7d","Pè lọ","v.","to call away.","5","intermediate"
"dictionary_jz","343f07a9-c506-45af-afa1-2c2b39c6618f","Pẽnà","v.","to call an assembly or congregation, assemble together.","4","easy"
"dictionary_jz","b04933c1-9fd4-41d1-84d9-3abb29b70010","Pè níjà","v.","to challenge to a fight.","7","advanced"
"dictionary_jz","27866e48-2290-42a2-9782-fbd4c6d4035f","Pè padà","v.","to recall.","7","advanced"
"dictionary_jz","74b069c8-ad3d-4e33-95e2-c13cbcf7a4e8","Pèpéle","n.","a bank of earth raised for a sleeping place; matter of earth or stone; also Ógórùpè.","6","intermediate"
"dictionary_jz","acf9ec47-ea57-4d1e-819f-da706a80457b","Péré","adv.","only.","4","easy"
"dictionary_jz","ff63efd4-e814-4d2b-8d20-74ba01f1a3fb","Pèrègún, Pòrògún","n.","a kind of cotton tree, used as the emblem of a goddess of water.","16","advanced"
"dictionary_jz","6dd3acd0-30e5-4f53-bd71-c8179433f711","Perepere","adv.","perfectly, correctly.","8","advanced"
"dictionary_jz","96d9802f-8b68-491e-92d0-fcbde5334258","Perí","v.","to mean, allude to, say.","4","easy"
"dictionary_jz","8ad10e40-2a2e-437a-adde-b5f3e29f1813","Pèrò","v.","to counsel together; to take counsel against.","4","easy"
"dictionary_jz","65472ebb-a6c7-4d3f-996c-7ad3b95f3b6d","Pẽsan","v.","to crack the shell of a palm nut.","5","intermediate"
"dictionary_jz","207c5228-c24c-41b0-a751-d218315380fd","Pèsè","v.","to prepare, make provision for, equip, cater for.","4","easy"
"dictionary_jz","6fe75e0d-8263-4b75-b57a-47740939604d","Pèso","v.","to bear fruit.","4","easy"
"dictionary_jz","a6569a1f-c618-4928-bc88-f338caab5985","Pèsókè","v.","to pronounce; call aloud.","6","intermediate"
"dictionary_jz","a23cf3d0-390c-47a1-8b1c-d1ebf2ab245e","Pẽṣẹ́","v.","to glean a reaped plantation.","5","intermediate"
"dictionary_jz","dc94d557-fb38-463c-8251-51be29299a48","Pẽṣì","v.","to hurt, kill, or wound accidentally.","4","easy"
"dictionary_jz","ada3b734-7afe-4e98-a822-1c820658534e","Pétán","v.","to be perfect; correct; accomplished; fulfilled.","5","intermediate"
"dictionary_jz","7e4f336e-0e5c-423d-a818-a096acf1eaeb","Pète","v.","to intent; be about to do; mean, purpose.","4","easy"
"dictionary_jz","ae8d48ce-c46f-49eb-acfb-eea54e7eca70","Pètẹlẹ","v.","to call beforehand; forenamed.","6","intermediate"
"dictionary_jz","ba4b3560-5bf6-46b5-94db-0d08323b7ab1","Pínyà ẹsẹ̀","v.","to cleave the hoof into clefts.","10","advanced"
"dictionary_jz","037e89fe-15e0-4471-99d3-14f55bce17c4","Paramọ́","v.","to keep oneself close; take heed.","7","advanced"
"dictionary_jz","deffed53-e559-4aba-8cd4-cbaf1055fd29","Pẹ̀gsn","v.","to despise; calumniate; slander; defame; slight.","6","intermediate"
"dictionary_jz","4d59e6f3-9277-48c3-8375-d404fb931010","Pẹgọ́","adv.","(full) to the brim; abundantly.","5","intermediate"
"dictionary_jz","007c0f08-d817-4c89-9e04-bc9ca1c33359","Pẹiyẹpẹiyẹ","n.","fowler.","10","advanced"
"dictionary_jz","86b49f6a-ebac-4901-9b92-ce40a7658996","Pẹja","v.","to fish.","4","easy"
"dictionary_jz","c1c9297b-10a7-4f01-b9be-65d8e8997cb7","Pẹjapẹja","n.","fisherman.","8","advanced"
"dictionary_jz","a1203b1e-a23d-4a8d-9ca6-115a123862fa","Pẹ́jẹ́pẹ́jẹ́","adv.","softly, nicely.","12","advanced"
"dictionary_jz","e79858cc-cedf-43a0-81a2-4fb5041e3039","Pẹ̀ka","v.","to shoot out branches; to be divided into branches.","5","intermediate"
"dictionary_jz","2f20b817-f03e-4a80-9e68-2c0b73e8c1ee","Pẹ̀kẹ́lẹ́pẹ̀","inter.","expression of surprise.","12","advanced"
"dictionary_jz","7843ad39-861a-4ed9-9d2b-f40d213474b4","Pẹkẹpẹkẹ","adj.","the sound of tapping.","8","advanced"
"dictionary_jz","a20e71f2-e22a-4eb4-8179-5ef88f0446e9","Pẹkọrọ","v.","to act slyly, artfully, or with cunning.","6","intermediate"
"dictionary_jz","b4413bf4-2671-49c5-9f27-ed9e3aa9823d","Pẹ̀kun","v.","to come to an end.","6","intermediate"
"dictionary_jz","f4d459de-395d-457a-8e09-2a3087d37521","Pẹ̀lẹ́","n.","a word used to imply sympathy for one just hurt or in pain, signifying “I am sorry”","6","intermediate"
"dictionary_jz","e496d4c9-9f0b-483b-a1f7-e30e24075533","Pẹ̀lẹ́, Pẹlẹ́pẹlẹ́","adv.","easily; softly; quietly; soberly; meekly; sedately.","18","advanced"
"dictionary_jz","14c5350e-f313-465d-b627-33ff1a32ceac","Pẹlẹbẹ","adj.","flat, thin, and rounded (as pebbles). n. pill, tabloid.","6","intermediate"
"dictionary_jz","bab83772-8768-4c11-b01c-99b64690c963","Pẹ́lẹ́hìn","adv.","behindhand.","9","advanced"
"dictionary_jz","0640f647-28bd-4fbd-bf92-29bac27e16c9","Pẹ̀lẹ́ níwà","adj.","affable, gentle deportment.","11","advanced"
"dictionary_jz","5068cbbb-95c4-48c3-8a8d-1f3bdc34c99e","Pẹ́lẹ̀tù","adv.","amicably; peacefully.","8","advanced"
"dictionary_jz","db9e7794-fb19-4cf6-b1c3-845172f6bd59","Pẹ̃li","adj.","shrivelled; flat; dry.","5","intermediate"
"dictionary_jz","ad19efdc-06b2-4750-994d-e7b6dd4e2014","Pẹ̀lú","prep.","along; together with; also; with.","5","intermediate"
"dictionary_jz","2f372784-dc38-4fde-b679-9f5785ca50dd","Pẹ̀lú agbara","adv.","justly, forcibly.","12","advanced"
"dictionary_jz","18b7ac69-56b9-4492-ae9d-43a444bb0101","Pẹ̀lú èyí","adv.","herewith.","9","advanced"
"dictionary_jz","9859c31b-2f13-473a-9577-0396c182a204","Pẹ̀lú èyítí","conj.","withal; with the one; in addition; as a further factor or consideration.","11","advanced"
"dictionary_jz","99f48808-8180-4fa8-bae4-7c3a2c84dc31","Pẹ̀lú ìrònù","adv.","gravely; thoughtfully.","11","advanced"
"dictionary_jz","67d3cba7-ea77-4c21-bc09-6aca75b0a479","Pẹ̀lú kini","adv.","wherewith; conj. yet.","10","advanced"
"dictionary_jz","ac6a6c3b-307a-4140-8e8e-1b7643f4554a","Pẹ̀lúpẹ̀lù","adv.","moreover; besides; also; further. more.","10","advanced"
"dictionary_jz","83b64089-7730-47bb-9550-8a8dabeb58d8","Pẹmọ","v.","to unite with a superior in order to gain a successful end; to adhere to (as a tick to an animal).","4","easy"
"dictionary_jz","806d3768-4292-4234-89d7-10f68c6db374","Pẹ́pẹ́","n.","birdlime.—e.g., “O lù mi ní pẹ̀pẹ́,” “He stroked me gently.”","6","intermediate"
"dictionary_jz","1feec52d-8d6b-43ca-9422-e7cadc0b0649","Pẹpẹiyẹ","n.","duck; goose.","7","advanced"
"dictionary_jz","c3b804df-d5bd-4e71-ab23-fe31f73921cd","Pẹpẹkun","n.","sea shell.","7","advanced"
"dictionary_jz","d3deb968-bb7c-44ec-b708-46ee7240e17c","Pẹ̀rẹ́","adv.","to part asunder suddenly (as split wood); all at once.","6","intermediate"
"dictionary_jz","68b0f676-672b-4ed6-971e-92057a918a79","Pẹrẹpẹrẹ","adv.","(qualifying Du, to be black), very.—e.g., Aṣọ yi du pẹrẹpẹrẹ,” “This cloth is very black.”","8","advanced"
"dictionary_jz","e77634bd-17cb-4177-b86e-093340126d73","Pẹ̀rẹ̀pẹ̀rẹ̀","adv.","(qualifying Ṣẹ̀, to filter), rapidly.","12","advanced"
"dictionary_jz","8817fb8e-b14c-4574-860e-0df0d6cecf25","Pẹ̀ṣẹ̀","adv.","gently, easily.","6","intermediate"
"dictionary_jz","699ec492-63e6-472a-81ee-d510fe1da82d","Pẹ̀sẹ","adj.","same as Pẹ̀lẹ́. Used only by Ijebu, Awori, and Lagos people, generally as salutation; contracted into E ṣọ or E ṣẹ̀.","5","intermediate"
"dictionary_jz","d3b0884e-eb0d-408e-b4ef-98f07afda71a","Pẹ̀tẹ́","adj.","flat; shallow; even.","6","intermediate"
"dictionary_jz","ecd1ae87-d108-4e90-b953-6206dc10f3e8","Pẹ̀tẹ́lẹ̀","n.","level ground; plain.","9","advanced"
"dictionary_jz","ff6cdfd7-2f09-4ab9-aa74-0944fcca2f92","Pẹtẹlẹ","n.","a sympathetic swelling of the groin.","6","intermediate"
"dictionary_jz","3ea4e3a9-9dcb-4247-b0bb-e619f0c22cdf","Pẹtẹpẹ̀rẹ","adv.","comfortably.","9","advanced"
"dictionary_jz","694748db-7a9b-487a-a489-3aed147e69a9","Pẹ̀tẹ̀pẹ́tẹ́","n.","mud; mire; ooze. —e.g., “Pẹ̀tẹ̀pẹ́tẹẹ́ Ijẹṣa ta si ni lara má ṣí,” “If the mud in the Ijẹṣa country adheres to one it will not (easily) be washed off.” Proverbially used of tattooing.","12","advanced"
"dictionary_jz","0c8df67c-fe8f-4f54-8777-ef437f13e50b","Pẹtẹri","adj.","remarkable; noticeable.","6","intermediate"
"dictionary_jz","4dcce9a0-5d70-47d8-9f15-c64747b2a18a","Pẹtù","v.","to console; refresh.","4","easy"
"dictionary_jz","eb7d3cf5-0932-414d-ad2f-172e73191ffb","Pẹtùpẹtù","n.","fowler, Guinea fowl catcher.","8","advanced"
"dictionary_jz","e804c6c9-d0a6-4f1d-93c4-6b7c428f6014","Pi","adv.","entirely, wholly; without exception.","2","easy"
"dictionary_jz","c08d2f06-38c1-436f-9246-023dea21424a","Pidán","v.","to perform sleight of hand.","5","intermediate"
"dictionary_jz","b7fa6c43-7b41-4e2d-8cd7-5c16b9898fb0","Pìjẹ̀","v.","to cut grass for horses; to supply provisions for horses.","5","intermediate"
"dictionary_jz","f2e75d5e-9816-4ea7-9ea6-f7c6a830dc41","Pilẹ, Pilẹṣẹ̀","v.","to commence; begin; originate (used of mechanical work).","13","advanced"
"dictionary_jz","39d239a7-4bb7-45b5-978a-fce3d8388cf5","Pìmọ̀","v.","to take counsel together; suggest; hint.","5","intermediate"
"dictionary_jz","3df6379c-e673-40b3-b4fb-0e842b7fe00f","Pín","v.","to share; divide; distribute; allot.","3","easy"
"dictionary_jz","04b65b54-e0a6-4ff8-9465-cb8850748425","Pin, Pínlẹ̀","v.","to end; terminate;","11","advanced"
"dictionary_jz","b9d5d4a3-d211-4ab8-a724-cd08dd2086dd","Pín funni","v.","to divide; distribute; dispense.","9","advanced"
"dictionary_jz","34a72cf0-8615-4328-b0da-09c40308822c","Pín nídindi, Pín nidodo","v.","Pin nídodo, v. to apportion; to parcel out.","23","advanced"
"dictionary_jz","c08b99b2-7ee1-4e7b-a24b-a4819848ac54","Pín ní méjì","v.","to pair; to halve.","11","advanced"
"dictionary_jz","41240b8d-b41e-4fe0-b63f-df5a6d131fd9","Pín nínú","v.","to participate, or partake of.","8","advanced"
"dictionary_jz","1cb00588-fc58-4929-892d-596431c6cd25","Pín nìyà","v.","to part asunder; part company; distract.","8","advanced"
"dictionary_jz","c9985bdd-356f-4e8e-b3a4-0cdb8d847b61","Pinnu","v.","to end; terminate; bring to agree; conclude; determine; resolve.","5","intermediate"
"dictionary_jz","6f5c4a7f-7dd9-4948-9e1f-e469b4fdfd1c","Pẹ́","v.","to be long; to stay, tarry, endure, last; wisely avoid. adj. tardy, tedious, late.","3","easy"
"dictionary_jz","ff52fc8e-a49c-43e4-a4c3-01a99f72783c","Pípadà","n.","mutable; alternate; change.","6","intermediate"
"dictionary_jz","00a8372b-e36a-45d2-a507-bf8a36dc6aab","Pipamọ́","n.","secret; latent; dormant.","7","advanced"
"dictionary_jz","a42953be-c6bb-44da-8c3e-10b7a3e0adb8","Pipani","adj.","deadly; hurtful.","6","intermediate"
"dictionary_jz","c394cdc8-b841-49ae-9910-8b394240cbbe","Pípani lẹrin","adj.","exciting to laughter.","12","advanced"
"dictionary_jz","8185eb62-2853-45e8-9ef0-8a36d6e91382","Pípa ọtí","n.","intoxication.","8","advanced"
"dictionary_jz","018c4e8f-09a4-4872-895c-17a6b8824c98","Píparun","n.","that which may be destroyed or erased. adj. destructive.","7","advanced"
"dictionary_jz","6a161268-b8c2-4feb-a17f-34fae723aeb2","Pípé","n.","perfect; complete; sound.","4","easy"
"dictionary_jz","06b3a7d4-bc13-4ba4-9929-e06c87ef1f53","Pípè","n.","that which is to be called or bidden.","4","easy"
"dictionary_jz","8d1cf511-efb3-4bff-8f25-5c88cbb812e7","Pípépérépéré","adv.","perfectly, completely.","12","advanced"
"dictionary_jz","e1885651-568c-4f52-ac52-c313e585ee68","Pípẹ́","adj.","long; tedious; old; ancient; durable. n. the act of being late or long in coming.","5","intermediate"
"dictionary_jz","1115f0d8-b760-434c-888f-ba0fde968ad3","Pípẹ́ títí","adj.","long duration. adj. perpetual.","10","advanced"
"dictionary_jz","c21c8efc-d22a-4455-b433-4de27f60fad2","Pipin","n.","a division.","5","intermediate"
"dictionary_jz","a26779e8-fccf-42a5-852e-d0179b4c0b42","Pipòdà","n.","that which may change place; changing place; locomotive.","6","intermediate"
"dictionary_jz","2577638c-0989-446a-ba57-e3ce222b7e06","Pípò","adj.","same as Púpọ̀.","4","easy"
"dictionary_jz","327cf6b9-6cbd-4424-bf80-88e74c51071d","Pípọ̀, Pípọ̀jáde","n.","that which may be vomited or ejected; vomit; ejection.","16","advanced"
"dictionary_jz","defaadb4-fdd7-45a6-948b-4c6aba767462","Pípọ́n","n.","ripeness; maturity. adj. ripe, mature.","6","intermediate"
"dictionary_jz","ca19a8c7-6817-4dc3-884a-b8d9ff5a2acc","Pípọ́njú","adj.","afflicted, troubled.","8","advanced"
"dictionary_jz","2395e874-c44e-4235-baec-006543f99bfe","Pípọ́nloju","n.","harassment; mortification; trouble; vexation.","10","advanced"
"dictionary_jz","31f27c66-bd5d-4d2f-a9f5-499326a5437d","Pípọ́nnu","n.","adulation, flattery.","8","advanced"
"dictionary_jz","25d03159-d380-46a0-98e5-1fa9ce0157ff","Pípọ̀pípọ̀, Púpọ̀púpọ̀","adv.","much; abundantly.","22","advanced"
"dictionary_jz","67a838a6-21dd-4f28-8b04-e06f2cd56131","Pírí","adv.","with strength and smartness.","4","easy"
"dictionary_jz","5d410a71-df31-405b-b0a2-33f4109bd49e","Pìtàn","v.","to argue or dispute about one’s age by adducing old facts; to relate ancient matters.","5","intermediate"
"dictionary_jz","ce44115a-8514-4ef2-b36a-1aacd122b0d0","Pítipìti","adv.","same as Púpọ̀púpọ̀.","8","advanced"
"dictionary_jz","d49ac029-4a79-4f72-929b-e0a6019845d5","Pìtìpìtì","adv.","(qualifying Jà, to struggle), vigorously, strenuously,—e.g., O njà pìtìpìtì, “He struggles strenuously.”","8","advanced"
"dictionary_jz","d0d13dec-ac08-47e9-a480-93f14889500f","Pitú","v.","to perform great things; to be conspicuous in a play.","4","easy"
"dictionary_jz","4d4e5edc-ffb1-4112-bf1f-4a9ac8382401","Pìwàdà","v.","to change one’s behaviour and conduct; to repent.","6","intermediate"
"dictionary_jz","a8b5042d-54a5-469f-8033-31da12c7ac97","Piyèdà","v.","to change the mind.","6","intermediate"
"dictionary_jz","ef7301fc-d142-4542-9625-545dbd9208e9","Pìyẹ́","v.","to plunder; forage.","5","intermediate"
"dictionary_jz","9f19bc91-df56-466e-b9a8-ec54214715aa","Pò","v.","to knead; mix; temper clay; tan leather.","2","easy"
"dictionary_jz","b1e3d18f-17d9-4b43-8d6c-bb7be8db7f64","Po","adv.","altogether; entirely.","2","easy"
"dictionary_jz","f64a002e-551b-4a58-931c-5377c66a9e35","Pòfinrẹ́","v.","to rescind the law; to repeal or abrogate the law.","8","advanced"
"dictionary_jz","94fc671c-fe90-4747-a975-973a157092fa","Põfo","v.","to fail in endeavour.","4","easy"
"dictionary_jz","53484c22-2e39-4405-b4a7-785905f2aa95","Pohùnréré","v.","to cry aloud; lament; bewail.","9","advanced"
"dictionary_jz","3cff7093-ac3f-40da-8927-927ee1f941e6","Pojóbó","v.","to make a slip-knot or noose.","6","intermediate"
"dictionary_jz","538f26fd-e7f2-4f47-9d67-d748c672b8a3","Pòkikí","v.","to extol; praise highly; publish trumpet.","6","intermediate"
"dictionary_jz","f685c894-76b3-4d16-8ddc-8f8f6c2c7e5b","Polà","n.","a report of a gun.","4","easy"
"dictionary_jz","90e2d017-8cac-47f5-af8e-37b321fd1ed7","Põlo","n.","a place of ordeal.","4","easy"
"dictionary_jz","1ec32adb-9958-45a0-b2ff-dc55d7bcddcd","Polowo, Polowo ọja","v.","to cry out goods; to advertise one’s goods.","18","advanced"
"dictionary_jz","74a7d7c6-136d-4477-860c-9c8e5ff1e47e","Pòlù","v.","to smash, mingle.","4","easy"
"dictionary_jz","f03708d5-1de1-40d4-83df-74dbdb021cb0","Pongbẹ","v.","to quench the thirst.","6","intermediate"
"dictionary_jz","d3e165b4-048b-4220-b5f0-b7180d1019ba","Pòpó","n.","bamboo sticks or club.","4","easy"
"dictionary_jz","a80c4171-f686-4676-af8e-f44ab8931d62","Põpola","n.","the name of a tree bearing rich scarlet flowers, the fruit of which is edible.","6","intermediate"
"dictionary_jz","061d82b2-1c0f-41ca-81b4-9d53686f3b0c","Pòpòndó","n.","a kind of bean; a climbing plant.","7","advanced"
"dictionary_jz","ecab546e-1fcc-4219-b49b-947ad295fbd1","Põporo","n.","a stem of Indian or Guinea corn.","6","intermediate"
"dictionary_jz","84f474a3-238c-4a24-999a-b4066748b367","Porogun","n.","same as Pèrègún.","7","advanced"
"dictionary_jz","7045c0ee-c284-4e6e-ad55-5f7223ad1123","Póropòro","adv.","talkatively.","8","advanced"
"dictionary_jz","165656e8-227d-4cda-8a64-9248dd3db83e","Pòròpòrò","adv.","same as Pẹ̀rẹ̀pẹ̀rẹ̀.","8","advanced"
"dictionary_jz","6e20febd-4c37-4723-85eb-7f7d80b60e06","Poṣé","v.","to make a noise with the mouth expressive of fear.","4","easy"
"dictionary_jz","402717a0-7a51-4e2e-ba48-5aae7462c067","Pósí","n.","coffin.","4","easy"
"dictionary_jz","f52e91b7-f784-42f7-a54c-f131a4b32ca5","Poṣujẹ","v.","to miss the month.","6","intermediate"
"dictionary_jz","3880e40b-8931-4beb-ba2b-c2798dc40a41","Poṣùṣù","v.","to stand in a grove; form a grove.","6","intermediate"
"dictionary_jz","aba61e92-dd15-4dc5-9169-e21be6c46342","Potopoto","adv.","same as Pẹ̀rẹ̀pẹ̀rẹ̀.","8","advanced"
"dictionary_jz","c726a615-213d-4662-9fcb-9a744bec53fb","Potutu","v.","to winter; endure cold; to be sick; ill.","6","intermediate"
"dictionary_jz","053e5267-188a-41c2-91a0-ef6b598079b4","Pòwe","v.","to tell proverbs.","4","easy"
"dictionary_jz","74b22dd1-c624-4e69-a6bb-08520f82b89b","Põyi","v.","to turn round; whirl.","4","easy"
"dictionary_jz","6c93bc5b-6205-4fda-9a9c-8bfdc1f64c9b","Pọ","v.","to be plentiful; many; cheap; common; great; mighty. adj. wealthy; able; powerful; increasing.","2","easy"
"dictionary_jz","8818cac8-ad00-405a-b30b-9bd756e0e9bb","Pọ̀","v.","to emit; throw out; vomit.","3","easy"
"dictionary_jz","17c2f288-f340-4925-915e-23ea56b3432c","Pọ̀dà","v.","to be insane; to be delirious.","5","intermediate"
"dictionary_jz","614f3090-6b97-4e7e-9026-aa4db5052ad0","Pọfọ̀","v.","to pronounce spells or incantations.","5","intermediate"
"dictionary_jz","1a94134f-f608-401c-a193-4edec5b6d2ff","Pọ̀gbú","v.","to collapse; become oval.","6","intermediate"
"dictionary_jz","0ad9b9e3-35c3-4e22-9cd5-cadb934e0855","Pọ̀jáde","v.","to disgorge.","7","advanced"
"dictionary_jz","d9512db1-48b8-42c6-8b18-e1fd2d80122c","Pọjọ́jẹ","v.","to miss a day or days.","7","advanced"
"dictionary_jz","1314d90b-0cf7-4b12-8783-97b5108dafba","Pípá","adj.","bald; bare.","4","easy"
"dictionary_jz","131b2c62-dd1f-48be-89d3-7d3b02494b84","Pọ̃kọ́","n.","a kind of calabash used as a ladle.","6","intermediate"
"dictionary_jz","993c6f9b-e1a8-42db-90bb-1f481cb3be47","Pọ̀kún","v.","to abound, increase.","6","intermediate"
"dictionary_jz","b6077fd7-a457-4037-a623-6e9a8acc2f68","Pọ̀lápõwé","adj.","voluminous.","9","advanced"
"dictionary_jz","d6325a10-dd47-41e4-b327-0748b633f41c","Pọ̀lọ́wẹ́","v.","to abound in money, be wealthy. adj. moneyed.","9","advanced"
"dictionary_jz","e2165c83-6f28-4121-89e9-17b6e6db18b1","Pọ̀lọ́pẹ́","v.","to be grateful. adj. grateful.","9","advanced"
"dictionary_jz","03f9dc11-5f4a-468c-8c4c-b70dc07fcc02","Pọ̀n","v.","to carry on the back (as a baby).","4","easy"
"dictionary_jz","113e7c70-f944-4ae3-bf0e-948b8911f0b6","Pọngá","n.","pieces of stick placed crosswise over the body in a grave to prevent the earth touching it.","5","intermediate"
"dictionary_jz","40636cb4-372c-4e6a-aaeb-25f929c11971","Pọnga","adv.","entirely; clean.","5","intermediate"
"dictionary_jz","39eec38b-44a7-46ee-a7a9-f0d2460a96b0","Pọ̀-niyanu","adj.","wonderful; magnificent; marvellous.","10","advanced"
"dictionary_jz","de9b30ce-b8e7-4d27-9a9a-282105b91877","Pọ̀ níyìn","adj.","worshipful; full of praise.","9","advanced"
"dictionary_jz","8cf40012-c765-42dd-b8d0-3511d1ddb45a","Pon-loju","v.","to trouble; afflict; torment.","8","advanced"
"dictionary_jz","fb2c34c2-93e4-4a99-9a6c-beb15945683c","Pọnmi, pọn-omi","v.","to draw water with a large vessel.","14","advanced"
"dictionary_jz","74f67f38-b424-40b3-8e6f-caa004c336d5","Pọ̀nmọ́","adv.","severely.","7","advanced"
"dictionary_jz","e9793592-2e14-4e5f-8de7-a00c25825b52","Pọnmọ","v.","to put a child on the back.","5","intermediate"
"dictionary_jz","5afa8d15-dd90-4d2c-ad79-18856dcee689","Pọ́nmú","v.","to sharpen; actuate.","6","intermediate"
"dictionary_jz","82d1eb7c-4a87-4905-a8d8-0a4007c2014c","Pọ́n rúsúrúsú","adj.","brown; brownish.","13","advanced"
"dictionary_jz","938db112-ff95-4d4e-a3ef-5ab8fa086ecf","Pọnṣọ","v.","to ripen (as Indian corn).","5","intermediate"
"dictionary_jz","3692e396-db18-4416-a52f-a82b722574cd","Pọntí","v.","to make or brew beer (from Indian or Guinea corn).","5","intermediate"
"dictionary_jz","59e120c3-94fc-40eb-83b8-def4feed0c42","Pọ̀rẹrẹ","v.","to indulge; live delicately; to idolize.","7","advanced"
"dictionary_jz","4104dc7f-1637-4060-96fc-a583a8103478","Pọ́rọ́","adv.","easily; quietly (as the dropping of a leaf).","6","intermediate"
"dictionary_jz","8f680285-4893-495a-94cb-12a1a49dc286","Pọ̀si i","v.","to increase; rise higher.","7","advanced"
"dictionary_jz","ddc0c2da-60ea-4aa6-b975-933337dcae83","Pọ̀sílé pọ̀sóde","adj.","busy in and out.","15","advanced"
"dictionary_jz","a4833c08-320d-4af5-9b5e-4358ce678cf3","Pũ","adv.","precipitately; headlong; without due thought.","2","easy"
"dictionary_jz","405fdce1-d69d-45fd-96f4-5a849bc18302","Pupa","n. or adj.","red, scarlet, yellow.","4","easy"
"dictionary_jz","7c3f3a16-7eb8-4cca-a0c2-44d7ca9e78e0","Pupa ẹyin","n.","yolk of an egg.","9","advanced"
"dictionary_jz","f4ad7172-a345-4340-b3ef-cf9f3da8e551","Púpọ̀","adj.","many; much; numerous; manifold.","5","intermediate"
"dictionary_jz","c8429517-b9b4-406c-a691-85cdc175205e","Púpọ̀púpọ̀","adv.","abundantly; numerously; manifold; much.","10","advanced"
"dictionary_jz","6a8442e6-b033-4c4b-b7f9-8a62acfd067f","Purọ́","v.","to tell a lie.","5","intermediate"
"dictionary_jz","f903af4f-9a61-4e1c-966f-93b332ce009e","Putu, Putuputu","adv.","well (qualifies Ho, to lather). —e.g., Oṣẹ nã nho putu, “The soap lathers well.”","14","advanced"
"dictionary_jz","4e370c0c-578b-4e31-8c13-c903f892413e","Rà","v.","to buy; purchase; ransom; redeem; tie; furnish with laths.","2","easy"
"dictionary_jz","382ab853-4bd1-4b39-bfc6-19bff4455ae0","Ràbàbà","v.","to fly or flutter about; to hover.","6","intermediate"
"dictionary_jz","f64f29be-1e26-47ed-b809-1d80b776f5c7","Ràdí","v.","to repay; recompense; retaliate.","4","easy"
"dictionary_jz","c0c2afce-9823-4dbb-b813-a3fdae9c9192","Ràpãdà","v.","to purchase back; redeem; ransom.","6","intermediate"
"dictionary_jz","3451d5da-9dbb-40d4-8174-19d01e2769ec","Rápàlà","v.","to struggle; welter.","6","intermediate"
"dictionary_jz","92de0c6f-feae-45fb-9373-a7d929717ee7","Ràsílẹ̀","v.","to set at liberty by ransom.","7","advanced"
"dictionary_jz","d1e370f3-3e74-4c2b-a39a-9a0a3d4c6c8c","Rã","v.","to perish; be lost; go to nothing; to rub against another.","2","easy"
"dictionary_jz","c2434d44-ffd8-4a1f-beda-b818e80681d3","Rãníyè (nì-iye, in memory)","v.","to make forgetful; stupefy; infatuate.","26","advanced"
"dictionary_jz","2fd4159f-0933-43be-a079-7a06159ac823","Rá","v.","to struggle; creep; crawl; rub upon.","2","easy"
